uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MG,PNEUMONIA,IGNORADO,"50 - 59",M,29
MG,PNEUMONIA,OUTRO,"50 - 59",F,3
MG,PNEUMONIA,OUTRO,"50 - 59",M,7
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,30
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,58
MG,PNEUMONIA,VIA_PUBLICA,"50 - 59",F,1
MG,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,1
MG,SEPTICEMIA,DOMICILIO,"50 - 59",F,3
MG,SEPTICEMIA,DOMICILIO,"50 - 59",M,7
MG,SEPTICEMIA,HOSPITAL,"50 - 59",F,656
MG,SEPTICEMIA,HOSPITAL,"50 - 59",M,892
MG,SEPTICEMIA,IGNORADO,"50 - 59",F,19
MG,SEPTICEMIA,IGNORADO,"50 - 59",M,25
MG,SEPTICEMIA,OUTRO,"50 - 59",F,2
MG,SEPTICEMIA,OUTRO,"50 - 59",M,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,40
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,50
MG,SEPTICEMIA,VIA_PUBLICA,"50 - 59",F,1
MG,SEPTICEMIA,VIA_PUBLICA,"50 - 59",M,1
MG,SRAG,DOMICILIO,"50 - 59",F,2
MG,SRAG,DOMICILIO,"50 - 59",M,4
MG,SRAG,HOSPITAL,"50 - 59",F,6
MG,SRAG,HOSPITAL,"50 - 59",M,11
MG,SRAG,IGNORADO,"50 - 59",M,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
MS,OUTRAS,DOMICILIO,"50 - 59",F,72
MS,OUTRAS,DOMICILIO,"50 - 59",M,164
MS,OUTRAS,HOSPITAL,"50 - 59",F,285
MS,OUTRAS,HOSPITAL,"50 - 59",M,401
MS,OUTRAS,IGNORADO,"50 - 59",M,1
MS,OUTRAS,OUTRO,"50 - 59",F,5
MS,OUTRAS,OUTRO,"50 - 59",M,31
MS,OUTRAS,POSTO_SAUDE,"50 - 59",F,5
MS,OUTRAS,POSTO_SAUDE,"50 - 59",M,9
MS,OUTRAS,VIA_PUBLICA,"50 - 59",F,9
MS,OUTRAS,VIA_PUBLICA,"50 - 59",M,31
MS,INDETERMINADA,DOMICILIO,"50 - 59",F,2
MS,INDETERMINADA,DOMICILIO,"50 - 59",M,7
MS,INDETERMINADA,HOSPITAL,"50 - 59",F,1
MS,INDETERMINADA,HOSPITAL,"50 - 59",M,1
MS,INDETERMINADA,OUTRO,"50 - 59",M,1
MS,INDETERMINADA,POSTO_SAUDE,"50 - 59",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,4
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,13
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,56
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,72
MS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"50 - 59",F,3
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"50 - 59",M,1
MS,PNEUMONIA,DOMICILIO,"50 - 59",F,3
MS,PNEUMONIA,DOMICILIO,"50 - 59",M,2
MS,PNEUMONIA,HOSPITAL,"50 - 59",F,96
MS,PNEUMONIA,HOSPITAL,"50 - 59",M,135
MS,PNEUMONIA,OUTRO,"50 - 59",F,1
MS,PNEUMONIA,OUTRO,"50 - 59",M,1
MS,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,2
MS,SEPTICEMIA,DOMICILIO,"50 - 59",F,2
MS,SEPTICEMIA,HOSPITAL,"50 - 59",F,80
MS,SEPTICEMIA,HOSPITAL,"50 - 59",M,96
MS,SRAG,HOSPITAL,"50 - 59",F,4
MS,SRAG,HOSPITAL,"50 - 59",M,4
MT,OUTRAS,DOMICILIO,"50 - 59",F,32
MT,OUTRAS,DOMICILIO,"50 - 59",M,74
MT,OUTRAS,HOSPITAL,"50 - 59",F,127
MT,OUTRAS,HOSPITAL,"50 - 59",M,198
MT,OUTRAS,IGNORADO,"50 - 59",F,285
MT,OUTRAS,IGNORADO,"50 - 59",M,457
MT,OUTRAS,OUTRO,"50 - 59",F,6
MT,OUTRAS,OUTRO,"50 - 59",M,38
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,6
MT,OUTRAS,POSTO_SAUDE,"50 - 59",M,2
MT,OUTRAS,VIA_PUBLICA,"50 - 59",F,4
MT,OUTRAS,VIA_PUBLICA,"50 - 59",M,24
MT,INDETERMINADA,DOMICILIO,"50 - 59",F,2
MT,INDETERMINADA,DOMICILIO,"50 - 59",M,1
MT,INDETERMINADA,HOSPITAL,"50 - 59",M,2
MT,INDETERMINADA,IGNORADO,"50 - 59",M,1
MT,INDETERMINADA,OUTRO,"50 - 59",F,1
MT,INDETERMINADA,POSTO_SAUDE,"50 - 59",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,2
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,8
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,33
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,39
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,1
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,6
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
MT,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,1
MT,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,1
MT,PNEUMONIA,DOMICILIO,"50 - 59",F,1
MT,PNEUMONIA,HOSPITAL,"50 - 59",F,37
MT,PNEUMONIA,HOSPITAL,"50 - 59",M,47
MT,PNEUMONIA,IGNORADO,"50 - 59",F,2
MT,PNEUMONIA,IGNORADO,"50 - 59",M,2
MT,PNEUMONIA,OUTRO,"50 - 59",F,1
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
MT,SEPTICEMIA,DOMICILIO,"50 - 59",F,1
MT,SEPTICEMIA,DOMICILIO,"50 - 59",M,1
MT,SEPTICEMIA,HOSPITAL,"50 - 59",F,28
MT,SEPTICEMIA,HOSPITAL,"50 - 59",M,49
MT,SEPTICEMIA,IGNORADO,"50 - 59",F,1
MT,SEPTICEMIA,IGNORADO,"50 - 59",M,5
MT,SEPTICEMIA,OUTRO,"50 - 59",F,1
MT,SEPTICEMIA,OUTRO,"50 - 59",M,2
MT,SRAG,HOSPITAL,"50 - 59",F,2
MT,SRAG,HOSPITAL,"50 - 59",M,1
PA,OUTRAS,AMBULANCIA,"50 - 59",M,1
PA,OUTRAS,DOMICILIO,"50 - 59",F,127
PA,OUTRAS,DOMICILIO,"50 - 59",M,193
PA,OUTRAS,HOSPITAL,"50 - 59",F,325
PA,OUTRAS,HOSPITAL,"50 - 59",M,454
PA,OUTRAS,IGNORADO,"50 - 59",F,3
PA,OUTRAS,IGNORADO,"50 - 59",M,11
PA,OUTRAS,OUTRO,"50 - 59",F,26
PA,OUTRAS,OUTRO,"50 - 59",M,82
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,41
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,66
PA,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
PA,OUTRAS,VIA_PUBLICA,"50 - 59",F,10
PA,OUTRAS,VIA_PUBLICA,"50 - 59",M,81
PA,INDETERMINADA,DOMICILIO,"50 - 59",F,7
PA,INDETERMINADA,DOMICILIO,"50 - 59",M,8
PA,INDETERMINADA,HOSPITAL,"50 - 59",M,4
PA,INDETERMINADA,OUTRO,"50 - 59",M,4
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,14
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,18
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,139
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,130
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,4
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,10
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,1
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,6
PA,PNEUMONIA,DOMICILIO,"50 - 59",F,5
PA,PNEUMONIA,DOMICILIO,"50 - 59",M,5
PA,PNEUMONIA,HOSPITAL,"50 - 59",F,112
PA,PNEUMONIA,HOSPITAL,"50 - 59",M,148
PA,PNEUMONIA,OUTRO,"50 - 59",F,2
PA,PNEUMONIA,OUTRO,"50 - 59",M,3
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,8
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,25
PA,SEPTICEMIA,DOMICILIO,"50 - 59",F,1
PA,SEPTICEMIA,DOMICILIO,"50 - 59",M,9
PA,SEPTICEMIA,HOSPITAL,"50 - 59",F,139
PA,SEPTICEMIA,HOSPITAL,"50 - 59",M,165
PA,SEPTICEMIA,OUTRO,"50 - 59",F,1
PA,SEPTICEMIA,OUTRO,"50 - 59",M,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,7
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,13
PA,SRAG,HOSPITAL,"50 - 59",F,1
PA,SRAG,HOSPITAL,"50 - 59",M,1
PB,OUTRAS,DOMICILIO,"50 - 59",F,141
PB,OUTRAS,DOMICILIO,"50 - 59",M,304
PB,OUTRAS,HOSPITAL,"50 - 59",F,350
PB,OUTRAS,HOSPITAL,"50 - 59",M,474
PB,OUTRAS,IGNORADO,"50 - 59",F,2
PB,OUTRAS,IGNORADO,"50 - 59",M,3
PB,OUTRAS,OUTRO,"50 - 59",F,15
PB,OUTRAS,OUTRO,"50 - 59",M,44
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,29
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,44
PB,OUTRAS,VIA_PUBLICA,"50 - 59",F,7
PB,OUTRAS,VIA_PUBLICA,"50 - 59",M,50
PB,INDETERMINADA,DOMICILIO,"50 - 59",F,5
PB,INDETERMINADA,DOMICILIO,"50 - 59",M,6
PB,INDETERMINADA,HOSPITAL,"50 - 59",F,1
PB,INDETERMINADA,HOSPITAL,"50 - 59",M,4
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,6
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,20
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,102
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,115
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,1
PB,PNEUMONIA,DOMICILIO,"50 - 59",F,2
PB,PNEUMONIA,DOMICILIO,"50 - 59",M,7
PB,PNEUMONIA,HOSPITAL,"50 - 59",F,89
PB,PNEUMONIA,HOSPITAL,"50 - 59",M,139
PB,PNEUMONIA,OUTRO,"50 - 59",F,1
PB,PNEUMONIA,OUTRO,"50 - 59",M,2
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,11
PB,SEPTICEMIA,DOMICILIO,"50 - 59",F,4
PB,SEPTICEMIA,DOMICILIO,"50 - 59",M,10
PB,SEPTICEMIA,HOSPITAL,"50 - 59",F,119
PB,SEPTICEMIA,HOSPITAL,"50 - 59",M,162
PB,SEPTICEMIA,IGNORADO,"50 - 59",M,1
PB,SEPTICEMIA,OUTRO,"50 - 59",F,3
PB,SEPTICEMIA,OUTRO,"50 - 59",M,2
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,8
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,7
PE,OUTRAS,DOMICILIO,"50 - 59",F,262
PE,OUTRAS,DOMICILIO,"50 - 59",M,609
PE,OUTRAS,HOSPITAL,"50 - 59",F,955
PE,OUTRAS,HOSPITAL,"50 - 59",M,1320
PE,OUTRAS,IGNORADO,"50 - 59",F,3
PE,OUTRAS,IGNORADO,"50 - 59",M,24
PE,OUTRAS,OUTRO,"50 - 59",F,19
PE,OUTRAS,OUTRO,"50 - 59",M,110
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,56
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,89
PE,OUTRAS,VIA_PUBLICA,"50 - 59",F,22
PE,OUTRAS,VIA_PUBLICA,"50 - 59",M,152
PE,INDETERMINADA,DOMICILIO,"50 - 59",F,4
PE,INDETERMINADA,DOMICILIO,"50 - 59",M,15
PE,INDETERMINADA,HOSPITAL,"50 - 59",F,5
PE,INDETERMINADA,HOSPITAL,"50 - 59",M,6
PE,INDETERMINADA,IGNORADO,"50 - 59",M,2
PE,INDETERMINADA,OUTRO,"50 - 59",M,3
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
PE,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,6
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,35
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,44
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,187
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,181
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,3
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,13
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,9
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,3
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,4
PE,PNEUMONIA,DOMICILIO,"50 - 59",F,21
PE,PNEUMONIA,DOMICILIO,"50 - 59",M,57
PE,PNEUMONIA,HOSPITAL,"50 - 59",F,195
PE,PNEUMONIA,HOSPITAL,"50 - 59",M,291
PE,PNEUMONIA,IGNORADO,"50 - 59",M,1
PE,PNEUMONIA,OUTRO,"50 - 59",F,1
PE,PNEUMONIA,OUTRO,"50 - 59",M,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,7
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,9
PE,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,6
PE,SEPTICEMIA,DOMICILIO,"50 - 59",F,8
PE,SEPTICEMIA,DOMICILIO,"50 - 59",M,20
PE,SEPTICEMIA,HOSPITAL,"50 - 59",F,496
PE,SEPTICEMIA,HOSPITAL,"50 - 59",M,617
PE,SEPTICEMIA,IGNORADO,"50 - 59",F,5
PE,SEPTICEMIA,IGNORADO,"50 - 59",M,5
PE,SEPTICEMIA,OUTRO,"50 - 59",F,2
PE,SEPTICEMIA,OUTRO,"50 - 59",M,5
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,8
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,13
PE,SEPTICEMIA,VIA_PUBLICA,"50 - 59",F,1
PE,SEPTICEMIA,VIA_PUBLICA,"50 - 59",M,2
PE,SRAG,HOSPITAL,"50 - 59",F,1
PE,SRAG,HOSPITAL,"50 - 59",M,3
PI,OUTRAS,DOMICILIO,"50 - 59",F,84
PI,OUTRAS,DOMICILIO,"50 - 59",M,182
PI,OUTRAS,HOSPITAL,"50 - 59",F,177
PI,OUTRAS,HOSPITAL,"50 - 59",M,203
PI,OUTRAS,IGNORADO,"50 - 59",M,1
PI,OUTRAS,OUTRO,"50 - 59",F,3
PI,OUTRAS,OUTRO,"50 - 59",M,22
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
PI,OUTRAS,VIA_PUBLICA,"50 - 59",F,6
PI,OUTRAS,VIA_PUBLICA,"50 - 59",M,13
PI,INDETERMINADA,DOMICILIO,"50 - 59",F,1
PI,INDETERMINADA,DOMICILIO,"50 - 59",M,5
PI,INDETERMINADA,OUTRO,"50 - 59",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,19
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,20
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,59
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,56
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,3
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,1
PI,PNEUMONIA,DOMICILIO,"50 - 59",F,6
PI,PNEUMONIA,DOMICILIO,"50 - 59",M,6
PI,PNEUMONIA,HOSPITAL,"50 - 59",F,56
PI,PNEUMONIA,HOSPITAL,"50 - 59",M,80
PI,PNEUMONIA,OUTRO,"50 - 59",M,1
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
PI,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,1
PI,SEPTICEMIA,DOMICILIO,"50 - 59",F,5
PI,SEPTICEMIA,DOMICILIO,"50 - 59",M,3
PI,SEPTICEMIA,HOSPITAL,"50 - 59",F,75
PI,SEPTICEMIA,HOSPITAL,"50 - 59",M,85
PI,SRAG,DOMICILIO,"50 - 59",M,1
PI,SRAG,VIA_PUBLICA,"50 - 59",M,1
PR,OUTRAS,DOMICILIO,"50 - 59",F,325
PR,OUTRAS,DOMICILIO,"50 - 59",M,789
PR,OUTRAS,HOSPITAL,"50 - 59",F,1127
PR,OUTRAS,HOSPITAL,"50 - 59",I,1
PR,OUTRAS,HOSPITAL,"50 - 59",M,1472
PR,OUTRAS,IGNORADO,"50 - 59",F,5
PR,OUTRAS,IGNORADO,"50 - 59",M,5
PR,OUTRAS,OUTRO,"50 - 59",F,30
PR,OUTRAS,OUTRO,"50 - 59",M,159
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,52
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,97
PR,OUTRAS,POSTO_SAUDE,"50 - 59",F,3
PR,OUTRAS,VIA_PUBLICA,"50 - 59",F,18
PR,OUTRAS,VIA_PUBLICA,"50 - 59",M,123
PR,INDETERMINADA,DOMICILIO,"50 - 59",F,10
PR,INDETERMINADA,DOMICILIO,"50 - 59",M,20
PR,INDETERMINADA,HOSPITAL,"50 - 59",F,1
PR,INDETERMINADA,HOSPITAL,"50 - 59",M,4
PR,INDETERMINADA,OUTRO,"50 - 59",M,2
PR,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,21
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,45
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,165
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,210
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,6
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,5
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,18
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,2
PR,PNEUMONIA,DOMICILIO,"50 - 59",F,10
PR,PNEUMONIA,DOMICILIO,"50 - 59",M,31
PR,PNEUMONIA,HOSPITAL,"50 - 59",F,265
PR,PNEUMONIA,HOSPITAL,"50 - 59",I,1
PR,PNEUMONIA,HOSPITAL,"50 - 59",M,440
PR,PNEUMONIA,OUTRO,"50 - 59",F,4
PR,PNEUMONIA,OUTRO,"50 - 59",M,5
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,9
PR,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,3
PR,SEPTICEMIA,DOMICILIO,"50 - 59",F,5
PR,SEPTICEMIA,DOMICILIO,"50 - 59",M,5
PR,SEPTICEMIA,HOSPITAL,"50 - 59",F,335
PR,SEPTICEMIA,HOSPITAL,"50 - 59",I,1
PR,SEPTICEMIA,HOSPITAL,"50 - 59",M,480
PR,SEPTICEMIA,OUTRO,"50 - 59",F,3
PR,SEPTICEMIA,OUTRO,"50 - 59",M,7
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,7
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,14
PR,SEPTICEMIA,VIA_PUBLICA,"50 - 59",F,1
PR,SEPTICEMIA,VIA_PUBLICA,"50 - 59",M,1
PR,SRAG,HOSPITAL,"50 - 59",F,10
PR,SRAG,HOSPITAL,"50 - 59",M,5
PR,SRAG,OUTRO,"50 - 59",F,1
PR,SRAG,OUTRO,"50 - 59",M,1
RJ,OUTRAS,DOMICILIO,"50 - 59",F,453
RJ,OUTRAS,DOMICILIO,"50 - 59",M,1012
RJ,OUTRAS,HOSPITAL,"50 - 59",F,2456
RJ,OUTRAS,HOSPITAL,"50 - 59",M,2887
RJ,OUTRAS,IGNORADO,"50 - 59",F,8
RJ,OUTRAS,IGNORADO,"50 - 59",M,14
RJ,OUTRAS,OUTRO,"50 - 59",F,59
RJ,OUTRAS,OUTRO,"50 - 59",M,205
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,515
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,807
RJ,OUTRAS,VIA_PUBLICA,"50 - 59",F,5
RJ,OUTRAS,VIA_PUBLICA,"50 - 59",M,88
RJ,INDETERMINADA,DOMICILIO,"50 - 59",F,7
RJ,INDETERMINADA,DOMICILIO,"50 - 59",M,9
RJ,INDETERMINADA,HOSPITAL,"50 - 59",F,10
RJ,INDETERMINADA,HOSPITAL,"50 - 59",M,8
RJ,INDETERMINADA,OUTRO,"50 - 59",F,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,7
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,17
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,34
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,411
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,432
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,67
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,100
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,5
RJ,PNEUMONIA,DOMICILIO,"50 - 59",F,24
RJ,PNEUMONIA,DOMICILIO,"50 - 59",M,31
RJ,PNEUMONIA,HOSPITAL,"50 - 59",F,555
RJ,PNEUMONIA,HOSPITAL,"50 - 59",M,790
RJ,PNEUMONIA,IGNORADO,"50 - 59",M,1
RJ,PNEUMONIA,OUTRO,"50 - 59",F,4
RJ,PNEUMONIA,OUTRO,"50 - 59",M,18
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,90
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,133
RJ,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,5
RJ,SEPTICEMIA,DOMICILIO,"50 - 59",F,6
RJ,SEPTICEMIA,DOMICILIO,"50 - 59",M,11
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",F,874
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",M,900
RJ,SEPTICEMIA,IGNORADO,"50 - 59",F,2
RJ,SEPTICEMIA,IGNORADO,"50 - 59",M,1
RJ,SEPTICEMIA,OUTRO,"50 - 59",F,1
RJ,SEPTICEMIA,OUTRO,"50 - 59",M,6
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,95
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,103
RJ,SRAG,HOSPITAL,"50 - 59",F,2
RJ,SRAG,HOSPITAL,"50 - 59",M,2
RN,OUTRAS,DOMICILIO,"50 - 59",F,76
RN,OUTRAS,DOMICILIO,"50 - 59",M,176
RN,OUTRAS,HOSPITAL,"50 - 59",F,289
RN,OUTRAS,HOSPITAL,"50 - 59",M,340
RN,OUTRAS,IGNORADO,"50 - 59",F,1
RN,OUTRAS,IGNORADO,"50 - 59",M,6
RN,OUTRAS,OUTRO,"50 - 59",F,8
RN,OUTRAS,OUTRO,"50 - 59",M,29
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,15
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,26
RN,OUTRAS,VIA_PUBLICA,"50 - 59",F,9
RN,OUTRAS,VIA_PUBLICA,"50 - 59",M,39
RN,INDETERMINADA,DOMICILIO,"50 - 59",F,1
RN,INDETERMINADA,DOMICILIO,"50 - 59",M,9
RN,INDETERMINADA,HOSPITAL,"50 - 59",F,4
RN,INDETERMINADA,HOSPITAL,"50 - 59",M,1
